id,name,rating,price_level,indoor_outdoor,latitude,longitude,opening_time,gmaps_link,features_text
ChIJQffkhK1C1moR3Z0-w-t8SS8,Melbourne Skydeck,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8213341,144.9646982,Monday: 12:00 – 9:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 12:00 – 9:00 PM,https://maps.google.com/?cid=3407391945117310429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,observation deck tourist attraction point of interest establishment
ChIJ_QzhcE1d1moR9rtoKagNPOI,SEA LIFE Melbourne Aquarium,4.2,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.820627,144.95821999999998,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 9:30 AM – 5:00 PM | Sunday: 9:30 AM – 5:00 PM,https://maps.google.com/?cid=16301919767074749430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,aquarium tourist attraction event venue point of interest establishment
ChIJO40p-5ZC1moRwNcxBXZWBA8,Royal Botanic Gardens Victoria - Melbourne Gardens,4.8,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8302443,144.9801496,Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: 7:30 AM – 5:30 PM | Sunday: 7:30 AM – 5:30 PM,https://maps.google.com/?cid=1082084875369043904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,botanical garden tourist attraction point of interest establishment
ChIJT8T86bZC1moRqw7W6kVH5zg,Fed Square,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8179789,144.96905759999999,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=4100324351362338475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,plaza community center art gallery tourist attraction event venue point of interest service establishment
ChIJsVeQNzRd1moRUNQyBXZWBA8,Queen Victoria Market,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8075798,144.956785,Monday: Closed | Tuesday: 6:00 AM – 3:00 PM | Wednesday: Closed | Thursday: 6:00 AM – 3:00 PM | Friday: 6:00 AM – 3:00 PM | Saturday: 6:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,https://maps.google.com/?cid=1082084875369108560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,market tourist attraction point of interest establishment
ChIJn97JQNpC1moRIcJsVMEQLI8,Melbourne Museum,4.6,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.803273,144.9717408,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,https://maps.google.com/?cid=10316639268930109985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,history museum tourist attraction museum wedding venue event venue point of interest service establishment
ChIJuYNitLFC1moRVB5vMAKPcTM,National Gallery of Victoria,4.7,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8225942,144.9689278,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,https://maps.google.com/?cid=3706901207867924052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,art gallery tourist attraction point of interest establishment
ChIJGSSIDKZC1moRisWTaYaaq18,Shrine of Remembrance,4.8,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8305164,144.97343189999998,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,https://maps.google.com/?cid=6893773556708263306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction park point of interest establishment
ChIJYUcwasxC1moResepeNQs7Z0,Old Melbourne Gaol,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.807832,144.9653171,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,https://maps.google.com/?cid=11379801124504192890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,museum tourist attraction point of interest establishment
ChIJZ_cOG2Ro1moRQbFsJ6rXAL8,Luna Park Melbourne,4.1,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8678147,144.976924,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 11:00 AM – 6:00 PM | Sunday: 11:00 AM – 6:00 PM,https://maps.google.com/?cid=13763237587050082625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,amusement park tourist attraction wedding venue event venue point of interest service establishment
ChIJczgQh8lC1moR9r9gP44FRvY,Chinatown Melbourne,4.3,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.812006,144.9668036,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=17745877490206818294&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,historical landmark tourist attraction historical place restaurant food point of interest establishment
ChIJIXatx-FD1moRN3Q0ci9V5bI,Melbourne Laneways & Arcades Self-Guided Walking Tour,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8159573,144.9647544,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=12890803170685776951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction tour agency travel agency point of interest service establishment
ChIJAQ_QorZC1moRSx1cleDxw-4,Under The Clocks (Flinders Station),4.6,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.817772399999996,144.96719199999998,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=17204860948366237003&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
ChIJFf1Da8FC1moR7xVAiUvPufQ,Cooks' Cottage,4.4,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.814500599999995,144.9794476,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM,https://maps.google.com/?cid=17634353739278063087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,historical landmark tourist attraction historical place point of interest establishment
ChIJdV4x5cpC1moR4xhUFRPKRRc,The Melbourne Central Clock,4.4,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.810138599999995,144.9630396,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=1676968619576400099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
ChIJnQHt6Uld1moRgIUxBXZWBA8,Flagstaff Gardens,4.6,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8105577,144.95451989999998,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=1082084875369022848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,park state park tourist attraction point of interest establishment
ChIJoS72YKNC1moRL-iksMO0MqE,Kings Domain,4.6,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8241558,144.9734846,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=11615545141517150255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,park tourist attraction point of interest establishment
ChIJf524UgBd1moRZGbMeh3dHM8,Skyline Melbourne,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-37.8244852,144.95362409999998,Monday: 11:00 AM – 10:30 PM | Tuesday: 11:00 AM – 10:30 PM | Wednesday: 11:00 AM – 10:30 PM | Thursday: 11:00 AM – 10:30 PM | Friday: 11:00 AM – 10:30 PM | Saturday: 10:00 AM – 10:30 PM | Sunday: 10:00 AM – 10:30 PM,https://maps.google.com/?cid=14924046383882987108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
